customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5592-COAG,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,118.75,8392.76,No
5593-DVNJ,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),118.75,1325.44,No
5594-ECAM,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),94.05,517.56,No
5595-FJNP,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.34,70.89,No
5596-GQAS,Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.11,6312.84,Yes
5597-HXNV,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,805.86,Yes
5598-IEAY,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.01,4122.57,No
5599-JLNB,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),118.75,5682.53,No
5600-KSAE,Male,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.34,460.56,No
5601-LZNH,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,70.47,235.37,No
5602-MGAK,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,26.98,688.35,No
5603-NNNN,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.92,211.28,No
5604-OUAQ,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,381.8,No
5605-PBNT,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.9,6325.4,Yes
5606-QIAW,Female,1,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.75,1655.88,No
5607-RPNZ,Female,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.94,2396.73,No
5608-SWAC,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.61,55.55,No
5609-TDNF,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,36.3,Yes
5610-UKAI,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,967.78,Yes
5611-VRNL,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,83.3,2686.04,Yes
5612-WYAO,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.64,167.11,Yes
5613-XFNR,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),73.01,2170.68,No
5614-YMAU,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.2,1397.52,Yes
5615-ZTNX,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,16.02,No
5616-AAAA,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,71.37,409.3,Yes
5617-BHND,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.12,324.76,Yes
5618-COAG,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,117.65,809.07,No
5619-DVNJ,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.44,3580.49,No
5620-ECAM,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.61,1275.53,No
5621-FJNP,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,53.83,1397.68,No
5622-GQAS,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.93,1853.91,Yes
5623-HXNV,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.64,270.27,Yes
5624-IEAY,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.39,1262.78,No
5625-JLNB,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),21.9,74.05,Yes
5626-KSAE,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),118.75,6538.87,No
5627-LZNH,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.06,4771.64,No
5628-MGAK,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,118.75,116.25,No
5629-NNNN,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.0,1388.06,No
5630-OUAQ,Female,0,Yes,No,47,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.32,4619.77,No
5631-PBNT,Female,0,No,No,72,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,18.25,1196.24,No
5632-QIAW,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),72.76,5156.36,No
5633-RPNZ,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,82.9,4935.33,No
5634-SWAC,Male,0,No,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,97.61,3930.15,No
5635-TDNF,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,27.13,23.16,No
5636-UKAI,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,91.62,96.8,No
5637-VRNL,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.05,1867.92,No
5638-WYAO,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,57.29,1860.8,No
5639-XFNR,Male,0,No,No,16,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.53,1458.07,No
5640-YMAU,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.42,131.65,No
5641-ZTNX,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.5,4784.7,Yes
5642-AAAA,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.02,3629.02,No
5643-BHND,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.89,114.69,No
5644-COAG,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,43.23,916.36,No
5645-DVNJ,Male,0,Yes,Yes,62,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,67.69,4738.56,No
5646-ECAM,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,86.36,5696.93,No
5647-FJNP,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.46,5427.95,Yes
5648-GQAS,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,45.21,117.64,Yes
5649-HXNV,Female,0,No,No,50,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,91.73,4434.25,No
5650-IEAY,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,53.8,3147.06,No
5651-JLNB,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.17,1624.19,No
5652-KSAE,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.61,550.66,No
5653-LZNH,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.29,4134.79,No
5654-MGAK,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1345.65,No
5655-NNNN,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.98,6033.93,No
5656-OUAQ,Female,0,No,Yes,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,18.25,768.89,No
5657-PBNT,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.55,99.53,Yes
5658-QIAW,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,4534.86,Yes
5659-RPNZ,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.94,638.16,Yes
5660-SWAC,Male,0,No,No,37,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.25,1311.45,Yes
5661-TDNF,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),77.41,1720.12,No
5662-UKAI,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.55,160.57,Yes
5663-VRNL,Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),106.74,4779.77,Yes
5664-WYAO,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.79,2421.82,No
5665-XFNR,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.7,1429.18,No
5666-YMAU,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),41.7,1399.73,No
5667-ZTNX,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),118.34,3294.45,No
5668-AAAA,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.39,2561.77,No
5669-BHND,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,212.24,Yes
5670-COAG,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.35,1554.71,Yes
5671-DVNJ,Male,0,No,No,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),18.25,1079.02,No
5672-ECAM,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,42.43,162.42,No
5673-FJNP,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,39.65,714.25,No
5674-GQAS,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,38.5,37.62,Yes
5675-HXNV,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,36.36,1463.44,Yes
5676-IEAY,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,70.75,3055.11,No
5677-JLNB,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.12,1976.16,No
5678-KSAE,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,36.21,Yes
5679-LZNH,Male,1,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,57.92,4112.13,No
5680-MGAK,Male,1,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,111.04,448.96,Yes
5681-NNNN,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,1566.04,No
5682-OUAQ,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.52,3987.82,No
5683-PBNT,Male,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),56.59,3648.44,No
5684-QIAW,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,81.61,364.54,No
5685-RPNZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.59,179.02,Yes
5686-SWAC,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),34.71,114.78,No
5687-TDNF,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,757.12,No
5688-UKAI,Male,0,No,Yes,9,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.58,846.81,Yes
5689-VRNL,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.01,1911.11,No
5690-WYAO,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.58,262.27,No
5691-XFNR,Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.48,2316.14,No
5692-YMAU,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,527.65,Yes
5693-ZTNX,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.5,2674.7,No
5694-AAAA,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.86,550.49,No
5695-BHND,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.93,71.83,No
5696-COAG,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.03,693.9,No
5697-DVNJ,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,57.51,1834.5,No
5698-ECAM,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,494.46,No
5699-FJNP,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,47.69,1838.29,No
5700-GQAS,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),21.9,634.05,No
5701-HXNV,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,55.82,58.82,No
5702-IEAY,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.8,267.77,No
5703-JLNB,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.61,3359.46,No
5704-KSAE,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,67.58,707.07,Yes
5705-LZNH,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.56,1119.4,No
5706-MGAK,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.24,87.25,Yes
5707-NNNN,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1029.77,No
5708-OUAQ,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.33,737.53,Yes
5709-PBNT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.31,2778.22,Yes
5710-QIAW,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,86.77,3765.42,Yes
5711-RPNZ,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.47,1434.7,Yes
5712-SWAC,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.51,1756.68,No
5713-TDNF,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.81,76.82,Yes
5714-UKAI,Female,1,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,92.67,7367.51,No
5715-VRNL,Male,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,35.97,1280.96,No
5716-WYAO,Male,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.3,3046.67,No
5717-XFNR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,67.73,73.25,No
5718-YMAU,Male,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.48,2660.69,No
5719-ZTNX,Male,0,No,Yes,56,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,99.25,5220.48,Yes
5720-AAAA,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,21.9,1277.65,No
5721-BHND,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.59,6703.6,Yes
5722-COAG,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),90.32,310.08,No
5723-DVNJ,Male,0,No,No,70,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,66.06,4324.21,No
5724-ECAM,Male,1,Yes,No,51,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.91,5627.85,Yes
5725-FJNP,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.03,66.4,No
5726-GQAS,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1091.23,No
5727-HXNV,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.91,164.19,No
5728-IEAY,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.09,119.57,Yes
5729-JLNB,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),100.24,4271.3,No
5730-KSAE,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,49.21,112.43,Yes
5731-LZNH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.62,86.3,Yes
5732-MGAK,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),118.75,327.79,No
5733-NNNN,Female,0,No,Yes,45,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.88,3290.53,No
5734-OUAQ,Female,1,No,Yes,12,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,1592.99,No
5735-PBNT,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,60.18,248.51,No
5736-QIAW,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),61.39,171.98,Yes
5737-RPNZ,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,112.06,735.27,Yes
5738-SWAC,Male,1,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,26.64,571.81,Yes
5739-TDNF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,77.66,143.05,No
5740-UKAI,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.88,59.99,Yes
5741-VRNL,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.24,741.6,No
5742-WYAO,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,75.73,3620.34,No
5743-XFNR,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),81.52,90.58,No
5744-YMAU,Male,1,No,No,54,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,98.51,4701.93,No
5745-ZTNX,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.98,2320.99,Yes
5746-AAAA,Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.04,378.39,No
5747-BHND,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,17.21,Yes
5748-COAG,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,72.23,66.38,No
5749-DVNJ,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.19,748.5,No
5750-ECAM,Male,1,No,No,36,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.28,2268.84,No
5751-FJNP,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.93,26.78,Yes
5752-GQAS,Male,1,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.56,1692.1,No
5753-HXNV,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.83,4976.48,No
5754-IEAY,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.02,3451.43,No
5755-JLNB,Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.47,76.54,No
5756-KSAE,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,18.25,1275.31,Yes
5757-LZNH,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),73.84,4186.5,No
5758-MGAK,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,47.13,2044.06,No
5759-NNNN,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),39.19,2046.32,No
5760-OUAQ,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.15,548.53,No
5761-PBNT,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,26.3,1650.96,No
5762-QIAW,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.0,1243.48,Yes
5763-RPNZ,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.71,123.34,No
5764-SWAC,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,21.9,1669.1,No
5765-TDNF,Female,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,75.64,3953.51,No
5766-UKAI,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.48,2844.3,No
